sample_id,sample_date,k_daily_mean,no3_daily_mean
Q3,2010-12-14T00:00:00Z,0.73,79.2
Q3,2010-12-21T00:00:00Z,0.71,88.2
Q3,2010-12-28T00:00:00Z,0.74,2.5
Q3,2011-01-04T00:00:00Z,0.63,72.8
Q3,2011-01-11T00:00:00Z,0.65,24.7
Q3,2011-01-18T00:00:00Z,0.67,41.3
Q3,2011-01-25T00:00:00Z,0.59,87.1
Q3,2011-02-01T00:00:00Z,0.58,99.8
Q3,2011-02-08T00:00:00Z,0.64,74.7
Q3,2011-02-15T00:00:00Z,0.59,65.4
Q3,2011-02-22T00:00:00Z,0.61,66.8
Q3,2011-03-01T00:00:00Z,0.6,72.1
Q3,2011-03-08T00:00:00Z,0.65,2.5
Q3,2011-03-15T00:00:00Z,0.55,25.2
Q3,2011-03-22T00:00:00Z,0.55,52.1
Q3,2011-03-29T00:00:00Z,0.58,70.5
Q3,2011-04-05T00:00:00Z,0.54,17.1
Q3,2011-04-12T00:00:00Z,0.56,2.5
Q3,2011-04-19T00:00:00Z,0.63,NA
Q3,2011-04-26T00:00:00Z,0.66,67.7
Q3,2011-05-03T00:00:00Z,0.62,NA
Q3,2011-05-10T00:00:00Z,0.63,42.2
Q3,2011-05-17T00:00:00Z,0.52,43.1
Q3,2011-05-24T00:00:00Z,0.66,31.56
Q3,2011-05-31T00:00:00Z,0.58,71.4
Q3,2011-06-07T00:00:00Z,0.55,49.8
Q3,2011-06-14T00:00:00Z,0.64,63.5
Q3,2011-06-21T00:00:00Z,0.61,51.6
Q3,2011-06-28T00:00:00Z,0.63,89.4
Q3,2011-07-05T00:00:00Z,0.71,97.4
Q3,2011-07-12T00:00:00Z,0.61,14.16
Q3,2011-07-19T00:00:00Z,0.56,58.5
Q3,2011-07-26T00:00:00Z,0.62,13.2
Q3,2011-08-02T00:00:00Z,0.46,2.5
Q3,2011-08-09T00:00:00Z,0.58,104.9
Q3,2011-08-16T00:00:00Z,0.67,130.7
Q3,2011-08-23T00:00:00Z,NA,NA
Q3,2011-08-30T00:00:00Z,0.72,53.6
Q3,2011-09-06T00:00:00Z,0.72,2.5
Q3,2011-09-13T00:00:00Z,0.76,26.5
Q3,2011-09-20T00:00:00Z,0.51,43.1
Q3,2011-09-27T00:00:00Z,0.67,91.8
Q3,2011-10-04T00:00:00Z,0.68,135.1
Q3,2011-10-11T00:00:00Z,0.64,158.2
Q3,2011-10-18T00:00:00Z,0.68,150.7
Q3,2011-10-25T00:00:00Z,0.65,130.6
Q3,2011-11-01T00:00:00Z,0.7,32.2
Q3,2011-11-08T00:00:00Z,0.62,34.6
Q3,2011-11-15T00:00:00Z,0.6,2.5
Q3,2011-11-22T00:00:00Z,0.58,2.5
Q3,2011-11-29T00:00:00Z,0.82,86.4
Q3,2011-12-06T00:00:00Z,0.88,190.7
Q3,2011-12-13T00:00:00Z,0.59,117.2
Q3,2011-12-20T00:00:00Z,0.62,121.1
Q3,2011-12-27T00:00:00Z,0.62,130
Q3,2012-01-03T00:00:00Z,0.61,114.2
Q3,2012-01-10T00:00:00Z,0.63,128.1
Q3,2012-01-17T00:00:00Z,0.65,118.17
Q3,2012-01-24T00:00:00Z,0.63,71.1
Q3,2012-01-31T00:00:00Z,0.58,48.2
Q3,2012-02-07T00:00:00Z,0.64,2.5
Q3,2012-02-14T00:00:00Z,0.58,49
Q3,2012-02-21T00:00:00Z,0.54,16.6
Q3,2012-02-28T00:00:00Z,0.63,84.2
Q3,2012-03-06T00:00:00Z,0.65,76.4
Q3,2012-03-13T00:00:00Z,0.61,2.5
Q3,2012-03-20T00:00:00Z,0.63,2.5
Q3,2012-03-27T00:00:00Z,0.6,54.2
Q3,2012-04-03T00:00:00Z,0.62,47
Q3,2012-04-10T00:00:00Z,0.55,2.5
Q3,2012-04-17T00:00:00Z,0.69,2.5
Q3,2012-04-24T00:00:00Z,0.69,9.4
Q3,2012-05-01T00:00:00Z,0.62,35.2
Q3,2012-05-08T00:00:00Z,0.7,2.5
Q3,2012-05-15T00:00:00Z,0.64,2.5
Q3,2012-05-22T00:00:00Z,0.6,2.5
Q3,2012-05-29T00:00:00Z,0.61,29
Q3,2012-06-05T00:00:00Z,0.65,79.4
Q3,2012-06-12T00:00:00Z,0.58,37.8
Q3,2012-06-19T00:00:00Z,NA,NA
Q3,2012-06-26T00:00:00Z,0.63,35.2
Q3,2012-07-03T00:00:00Z,0.57,68.6
Q3,2012-07-10T00:00:00Z,NA,NA
Q3,2012-07-17T00:00:00Z,0.45,47
Q3,2012-07-24T00:00:00Z,0.57,58.4
Q3,2012-07-31T00:00:00Z,0.52,23.2
Q3,2012-08-07T00:00:00Z,0.62,108.3
Q3,2012-08-14T00:00:00Z,0.33,73.4
Q3,2012-08-21T00:00:00Z,0.86,154.1
Q3,2012-08-28T00:00:00Z,0.6,39.2
Q3,2012-09-04T00:00:00Z,0.63,25.4
Q3,2012-09-11T00:00:00Z,0.61,48.2
Q3,2012-09-18T00:00:00Z,0.59,2.5
Q3,2012-09-25T00:00:00Z,0.54,2.5
Q3,2012-10-02T00:00:00Z,0.58,2.5
Q3,2012-10-09T00:00:00Z,0.55,2.5
Q3,2012-10-16T00:00:00Z,0.59,2.5
Q3,2012-10-23T00:00:00Z,0.52,10.1
Q3,2012-10-30T00:00:00Z,0.5,52.4
Q3,2012-11-06T00:00:00Z,0.52,24.9
Q3,2012-11-13T00:00:00Z,0.62,2.5
Q3,2012-11-20T00:00:00Z,0.66,2.5
Q3,2012-11-27T00:00:00Z,0.65,2.5
Q3,2012-12-04T00:00:00Z,0.59,49.4
Q3,2012-12-11T00:00:00Z,0.67,NA
Q3,2012-12-18T00:00:00Z,0.56,85
Q3,2012-12-26T00:00:00Z,0.66,70.9
PRM,1989-05-16T00:00:00Z,0.77,69.26
PRM,1989-05-23T00:00:00Z,0.72,69.37
PRM,1989-05-30T00:00:00Z,0.7,78.71
PRM,1989-06-06T00:00:00Z,0.59,85.25
PRM,1989-06-13T00:00:00Z,0.65,70.11
PRM,1989-06-20T00:00:00Z,0.66,70.86
PRM,1989-06-27T00:00:00Z,0.7,2.5
PRM,1989-07-05T00:00:00Z,0.62,10
PRM,1989-07-11T00:00:00Z,0.76,24.17
PRM,1989-07-26T00:00:00Z,0.69,10
PRM,1989-08-01T00:00:00Z,0.73,90
PRM,1989-08-08T00:00:00Z,0.7,183
PRM,1989-08-15T00:00:00Z,0.74,41
PRM,1989-08-22T00:00:00Z,0.61,114.45
PRM,1989-08-29T00:00:00Z,0.56,29.07
PRM,1989-09-12T00:00:00Z,0.6,48.81
PRM,1989-10-03T00:00:00Z,1.01,79.62
PRM,1989-10-10T00:00:00Z,1.01,70.58
PRM,1989-10-24T00:00:00Z,1.17,247.13
PRM,1989-11-07T00:00:00Z,1.6,614.4
PRM,1989-11-14T00:00:00Z,1.26,356.9
PRM,1989-11-21T00:00:00Z,NA,211.6
PRM,1989-11-28T00:00:00Z,0.91,170.2
PRM,1989-12-05T00:00:00Z,0.84,10
PRM,1989-12-12T00:00:00Z,0.44,6.37
PRM,1989-12-19T00:00:00Z,0.31,NA
PRM,1989-12-26T00:00:00Z,0.81,179
PRM,1990-01-02T00:00:00Z,1.74,NA
PRM,1990-01-09T00:00:00Z,1.01,112.61
PRM,1990-01-16T00:00:00Z,1,99.31
PRM,1990-01-23T00:00:00Z,1.04,23.68
PRM,1990-01-30T00:00:00Z,0.98,334.76
PRM,1990-02-06T00:00:00Z,1.04,214.8
PRM,1990-02-13T00:00:00Z,1.18,307.72
PRM,1990-02-20T00:00:00Z,1.18,31.77
PRM,1990-02-27T00:00:00Z,1.02,250
PRM,1990-03-06T00:00:00Z,1.06,160
PRM,1990-03-13T00:00:00Z,1.17,332.99
PRM,1990-03-20T00:00:00Z,0.95,225.91
PRM,1990-03-27T00:00:00Z,1.19,335.88
PRM,1990-04-03T00:00:00Z,0.93,122.52
PRM,1990-04-10T00:00:00Z,1,123.61
PRM,1990-04-17T00:00:00Z,0.99,130.28
PRM,1990-04-24T00:00:00Z,0.99,10
PRM,1990-05-01T00:00:00Z,1.01,183
PRM,1990-05-08T00:00:00Z,1.01,17
PRM,1990-05-15T00:00:00Z,0.95,250
PRM,1990-05-22T00:00:00Z,1,117
PRM,1990-05-29T00:00:00Z,1.07,217
PRM,1990-06-05T00:00:00Z,1.01,212
PRM,1990-06-12T00:00:00Z,1,213
PRM,1990-06-19T00:00:00Z,0.94,184
PRM,1990-06-26T00:00:00Z,0.87,237
PRM,1990-07-03T00:00:00Z,0.95,129
PRM,1990-07-10T00:00:00Z,0.91,153
PRM,1990-07-17T00:00:00Z,0.86,10
PRM,1990-07-24T00:00:00Z,0.98,328
PRM,1990-07-31T00:00:00Z,0.85,115
PRM,1990-08-07T00:00:00Z,0.89,101
PRM,1990-08-14T00:00:00Z,0.83,339
PRM,1990-08-21T00:00:00Z,0.85,127
PRM,1990-08-28T00:00:00Z,0.85,85
PRM,1990-09-04T00:00:00Z,0.85,112
PRM,1990-09-11T00:00:00Z,0.86,67.37
PRM,1990-09-18T00:00:00Z,0.83,129.49
PRM,1990-09-25T00:00:00Z,0.86,112.31
PRM,1990-10-02T00:00:00Z,0.76,88.14
PRM,1990-10-09T00:00:00Z,0.87,119.4
PRM,1990-10-16T00:00:00Z,0.78,138.06
PRM,1990-10-23T00:00:00Z,0.78,170.37
PRM,1990-10-30T00:00:00Z,0.71,133.33
PRM,1990-11-06T00:00:00Z,0.76,7.4
PRM,1990-11-13T00:00:00Z,0.77,2.5
PRM,1990-11-20T00:00:00Z,0.78,171.2
PRM,1990-11-27T00:00:00Z,0.72,182.83
PRM,1990-12-04T00:00:00Z,0.7,215.64
PRM,1990-12-11T00:00:00Z,0.62,88.61
PRM,1990-12-18T00:00:00Z,0.56,165.28
PRM,1990-12-25T00:00:00Z,0.75,109.84
PRM,1990-12-31T00:00:00Z,0.88,157.89
PRM,1991-01-08T00:00:00Z,0.77,127.04
PRM,1991-01-15T00:00:00Z,0.59,NA
PRM,1991-01-22T00:00:00Z,0.35,122.95
PRM,1991-01-29T00:00:00Z,0.66,106.06
PRM,1991-02-05T00:00:00Z,0.66,233.81
PRM,1991-02-12T00:00:00Z,0.74,63.38
PRM,1991-02-19T00:00:00Z,0.62,218.75
PRM,1991-02-26T00:00:00Z,0.65,31.91
PRM,1991-03-05T00:00:00Z,0.6,2.5
PRM,1991-03-12T00:00:00Z,2.7,114.17
PRM,1991-03-19T00:00:00Z,0.76,164.1
PRM,1991-03-26T00:00:00Z,0.63,132.95
PRM,1991-04-02T00:00:00Z,0.67,14.25
PRM,1991-04-15T00:00:00Z,0.75,28.73
PRM,1991-04-23T00:00:00Z,0.85,69.74
PRM,1991-04-30T00:00:00Z,0.83,54.83
PRM,1991-05-07T00:00:00Z,0.66,32.46
PRM,1991-05-14T00:00:00Z,0.73,74.96
PRM,1991-05-21T00:00:00Z,0.73,44.71
PRM,1991-05-28T00:00:00Z,0.75,10
PRM,1991-06-04T00:00:00Z,0.84,85.73
PRM,1991-06-11T00:00:00Z,0.77,67.77
PRM,1991-06-18T00:00:00Z,NA,53.51
PRM,1991-06-25T00:00:00Z,0.79,6.21
PRM,1991-07-02T00:00:00Z,0.75,137.98
PRM,1991-07-09T00:00:00Z,0.79,134.79
PRM,1991-07-16T00:00:00Z,1.02,25.44
PRM,1991-07-23T00:00:00Z,0.67,10
PRM,1991-07-30T00:00:00Z,0.64,10
PRM,1991-08-06T00:00:00Z,0.75,79.05
PRM,1991-08-13T00:00:00Z,0.78,2.5
PRM,1991-08-20T00:00:00Z,0.71,2.5
PRM,1991-08-27T00:00:00Z,1.07,109.04
PRM,1991-09-03T00:00:00Z,0.88,14.67
PRM,1991-09-10T00:00:00Z,1.09,56.28
PRM,1991-09-17T00:00:00Z,0.78,85.7
PRM,1991-09-24T00:00:00Z,0.67,93.52
PRM,1991-10-01T00:00:00Z,0.76,121.64
PRM,1991-10-08T00:00:00Z,0.78,81.02
PRM,1991-10-15T00:00:00Z,0.75,284.83
PRM,1991-10-22T00:00:00Z,0.75,103.65
PRM,1991-10-29T00:00:00Z,NA,106.94
PRM,1991-11-05T00:00:00Z,0.25,100.36
PRM,1991-11-12T00:00:00Z,0.83,195.51
PRM,1991-11-18T00:00:00Z,0.92,26.57
PRM,1991-11-26T00:00:00Z,0.82,114.1
PRM,1991-12-03T00:00:00Z,0.67,10
PRM,1991-12-10T00:00:00Z,0.73,126.68
PRM,1991-12-17T00:00:00Z,0.23,128.16
PRM,1991-12-23T00:00:00Z,0.68,142.93
PRM,1991-12-30T00:00:00Z,0.71,99.28
PRM,1992-01-07T00:00:00Z,1.03,196
PRM,1992-01-14T00:00:00Z,0.7,149.48
PRM,1992-01-21T00:00:00Z,0.78,108.93
PRM,1992-01-28T00:00:00Z,0.77,94.44
PRM,1992-02-04T00:00:00Z,0.88,179.42
PRM,1992-02-11T00:00:00Z,0.9,56.12
PRM,1992-02-18T00:00:00Z,0.94,34.5
PRM,1992-02-25T00:00:00Z,0.89,204.56
PRM,1992-03-03T00:00:00Z,0.82,200.63
PRM,1992-03-10T00:00:00Z,1.66,109.28
PRM,1992-03-17T00:00:00Z,0.92,112.23
PRM,1992-03-24T00:00:00Z,0.92,NA
PRM,1992-04-01T00:00:00Z,1.1,52.42
PRM,1992-04-07T00:00:00Z,1.06,105.23
PRM,1992-04-14T00:00:00Z,0.23,48.02
PRM,1992-04-21T00:00:00Z,0.64,26.81
PRM,1992-04-28T00:00:00Z,1.1,54.39
PRM,1992-05-05T00:00:00Z,0.73,100.35
PRM,1992-05-12T00:00:00Z,0.85,28.34
PRM,1992-05-19T00:00:00Z,0.93,97.43
PRM,1992-05-26T00:00:00Z,0.93,NA
PRM,1992-06-02T00:00:00Z,0.59,79.53
PRM,1992-06-09T00:00:00Z,0.89,13.98
PRM,1992-06-16T00:00:00Z,0.77,35.28
PRM,1992-06-23T00:00:00Z,0.71,28.79
PRM,1992-06-30T00:00:00Z,0.85,29.44
PRM,1992-07-07T00:00:00Z,0.94,28.59
PRM,1992-07-14T00:00:00Z,0.84,42.98
PRM,1992-07-21T00:00:00Z,0.74,42.98
PRM,1992-07-28T00:00:00Z,0.82,40.89
PRM,1992-08-04T00:00:00Z,0.79,11.55
PRM,1992-08-11T00:00:00Z,0.56,47.05
PRM,1992-08-18T00:00:00Z,0.69,70.12
PRM,1992-08-25T00:00:00Z,0.88,78.5
PRM,1992-09-01T00:00:00Z,1.12,67.57
PRM,1992-09-08T00:00:00Z,0.89,10
PRM,1992-09-15T00:00:00Z,1.15,11.2
PRM,1992-09-22T00:00:00Z,0.66,20.7
PRM,1992-09-29T00:00:00Z,0.7,89.32
PRM,1992-10-06T00:00:00Z,0.75,163.66
PRM,1992-10-13T00:00:00Z,0.75,24.17
PRM,1992-10-20T00:00:00Z,0.71,6.55
PRM,1992-10-27T00:00:00Z,1.36,23.72
PRM,1992-11-03T00:00:00Z,0.54,52.86
PRM,1992-11-10T00:00:00Z,0.54,66.19
PRM,1992-11-17T00:00:00Z,0.6,21.64
PRM,1992-11-24T00:00:00Z,0.66,2.5
PRM,1992-12-01T00:00:00Z,0.94,36.66
PRM,1992-12-08T00:00:00Z,0.65,18.75
PRM,1992-12-15T00:00:00Z,0.35,14.46
PRM,1992-12-22T00:00:00Z,NA,NA
PRM,1992-12-29T00:00:00Z,0.67,NA
PRM,1993-01-05T00:00:00Z,0.75,NA
PRM,1993-01-12T00:00:00Z,0.82,NA
PRM,1993-01-19T00:00:00Z,0.59,NA
PRM,1993-01-26T00:00:00Z,0.75,NA
PRM,1993-02-02T00:00:00Z,0.78,NA
PRM,1993-02-09T00:00:00Z,0.75,NA
PRM,1993-02-16T00:00:00Z,0.52,NA
PRM,1993-02-23T00:00:00Z,0.87,NA
PRM,1993-03-02T00:00:00Z,0.64,77.72
PRM,1993-03-09T00:00:00Z,0.91,75.91
PRM,1993-03-16T00:00:00Z,0.78,98.73
PRM,1993-03-23T00:00:00Z,0.79,46.31
PRM,1993-03-30T00:00:00Z,0.71,132.17
PRM,1993-04-06T00:00:00Z,0.84,119.06
PRM,1993-04-13T00:00:00Z,0.82,57.16
PRM,1993-04-20T00:00:00Z,0.95,71.62
PRM,1993-04-27T00:00:00Z,0.77,53.32
PRM,1993-05-04T00:00:00Z,1.06,68
PRM,1993-05-11T00:00:00Z,0.67,25.07
PRM,1993-05-18T00:00:00Z,0.81,75.23
PRM,1993-05-25T00:00:00Z,0.86,11.07
PRM,1993-06-01T00:00:00Z,0.73,NA
PRM,1993-06-08T00:00:00Z,0.83,55.58
PRM,1993-06-15T00:00:00Z,NA,NA
PRM,1993-06-22T00:00:00Z,1.01,NA
PRM,1993-06-29T00:00:00Z,0.97,NA
PRM,1993-07-06T00:00:00Z,0.63,147.76
PRM,1993-07-13T00:00:00Z,0.64,NA
PRM,1993-07-20T00:00:00Z,0.75,NA
PRM,1993-07-27T00:00:00Z,0.69,NA
PRM,1993-08-03T00:00:00Z,0.69,5.64
PRM,1993-08-10T00:00:00Z,NA,NA
PRM,1993-08-17T00:00:00Z,0.98,39.53
PRM,1993-08-24T00:00:00Z,0.97,58.29
PRM,1993-08-31T00:00:00Z,0.76,2.5
PRM,1993-09-07T00:00:00Z,0.96,98.96
PRM,1993-09-14T00:00:00Z,0.91,56.48
PRM,1993-09-21T00:00:00Z,0.75,53.77
PRM,1993-09-28T00:00:00Z,0.35,5.87
PRM,1993-10-05T00:00:00Z,0.8,18.97
PRM,1993-10-13T00:00:00Z,0.71,69.81
PRM,1993-10-19T00:00:00Z,0.59,7.9
PRM,1993-10-26T00:00:00Z,0.8,82.69
PRM,1993-11-02T00:00:00Z,0.61,46.76
PRM,1993-11-09T00:00:00Z,0.65,6.55
PRM,1993-11-16T00:00:00Z,1.05,52.64
PRM,1993-11-23T00:00:00Z,0.93,16.94
PRM,1993-11-30T00:00:00Z,0.59,19.2
PRM,1993-12-07T00:00:00Z,0.54,2.5
PRM,1993-12-14T00:00:00Z,0.69,51.51
PRM,1993-12-21T00:00:00Z,0.63,25.3
PRM,1993-12-28T00:00:00Z,0.23,NA
PRM,1994-01-04T00:00:00Z,0.56,NA
PRM,1994-01-11T00:00:00Z,0.12,NA
PRM,1994-01-18T00:00:00Z,0.55,NA
PRM,1994-01-25T00:00:00Z,0.58,2.5
PRM,1994-02-01T00:00:00Z,0.56,5.42
PRM,1994-02-08T00:00:00Z,0.68,8.81
PRM,1994-02-15T00:00:00Z,0.55,2.5
PRM,1994-02-22T00:00:00Z,0.54,5.19
PRM,1994-03-01T00:00:00Z,0.74,2.5
PRM,1994-03-08T00:00:00Z,0.78,2.5
PRM,1994-03-15T00:00:00Z,0.72,2.5
PRM,1994-03-22T00:00:00Z,0.8,8.81
PRM,1994-03-29T00:00:00Z,0.77,2.5
PRM,1994-04-05T00:00:00Z,0.83,2.5
PRM,1994-04-12T00:00:00Z,0.69,NA
PRM,1994-04-19T00:00:00Z,0.61,2.5
PRM,1994-04-26T00:00:00Z,0.73,19.43
PRM,1994-05-03T00:00:00Z,0.76,27.33
PRM,1994-05-10T00:00:00Z,0.59,18.52
PRM,1994-05-17T00:00:00Z,1,17.84
PRM,1994-05-24T00:00:00Z,0.81,18.97
PRM,1994-05-31T00:00:00Z,1.2,28.92
PRM,1994-06-07T00:00:00Z,0.8,11.97
PRM,1994-06-14T00:00:00Z,0.97,14.68
PRM,1994-06-21T00:00:00Z,0.83,14
PRM,1994-06-28T00:00:00Z,0.81,2.5
PRM,1994-07-05T00:00:00Z,0.83,11.52
PRM,1994-07-12T00:00:00Z,0.48,38.4
PRM,1994-07-19T00:00:00Z,0.68,58.96
PRM,1994-07-26T00:00:00Z,1.09,NA
PRM,1994-08-02T00:00:00Z,0.73,NA
PRM,1994-08-09T00:00:00Z,0.87,178.87
PRM,1994-08-16T00:00:00Z,0.76,NA
PRM,1994-08-23T00:00:00Z,0.85,NA
PRM,1994-08-30T00:00:00Z,1.03,NA
PRM,1994-09-06T00:00:00Z,0.97,NA
PRM,1994-09-13T00:00:00Z,0.78,NA
PRM,1994-09-20T00:00:00Z,0.72,NA
PRM,1994-09-27T00:00:00Z,1.01,NA
PRM,1994-10-04T00:00:00Z,0.84,NA
PRM,1994-10-11T00:00:00Z,0.74,NA
PRM,1994-10-18T00:00:00Z,0.89,NA
PRM,1994-10-25T00:00:00Z,0.64,NA
PRM,1994-11-01T00:00:00Z,0.82,NA
PRM,1994-11-08T00:00:00Z,0.63,NA
PRM,1994-11-15T00:00:00Z,0.72,NA
PRM,1994-11-22T00:00:00Z,0.54,NA
PRM,1994-11-29T00:00:00Z,0.89,79.52
PRM,1994-12-06T00:00:00Z,0.91,6.42
PRM,1994-12-13T00:00:00Z,0.6,NA
PRM,1994-12-20T00:00:00Z,0.67,NA
PRM,1994-12-27T00:00:00Z,0.61,NA
PRM,1995-01-03T00:00:00Z,0.61,NA
PRM,1995-01-10T00:00:00Z,0.6,NA
PRM,1995-01-17T00:00:00Z,0.71,NA
PRM,1995-01-24T00:00:00Z,0.77,NA
PRM,1995-01-31T00:00:00Z,0.91,NA
PRM,1995-02-07T00:00:00Z,0.66,NA
PRM,1995-02-14T00:00:00Z,0.74,NA
PRM,1995-02-21T00:00:00Z,0.71,NA
PRM,1995-02-28T00:00:00Z,0.49,NA
PRM,1995-03-07T00:00:00Z,0.62,NA
PRM,1995-03-14T00:00:00Z,0.6,NA
PRM,1995-03-21T00:00:00Z,0.65,NA
PRM,1995-03-28T00:00:00Z,0.71,NA
PRM,1995-04-04T00:00:00Z,0.75,NA
PRM,1995-04-11T00:00:00Z,0.82,NA
PRM,1995-04-18T00:00:00Z,0.83,NA
PRM,1995-04-25T00:00:00Z,NA,NA
PRM,1995-05-02T00:00:00Z,NA,NA
PRM,1995-05-09T00:00:00Z,NA,NA
PRM,1995-05-16T00:00:00Z,0.62,NA
PRM,1995-05-23T00:00:00Z,0.9,NA
PRM,1995-05-30T00:00:00Z,NA,NA
PRM,1995-06-06T00:00:00Z,NA,NA
PRM,1995-06-13T00:00:00Z,NA,NA
PRM,1995-06-20T00:00:00Z,0.62,NA
PRM,1995-06-27T00:00:00Z,0.64,NA
PRM,1995-07-05T00:00:00Z,0.65,NA
PRM,1995-07-11T00:00:00Z,0.77,NA
PRM,1995-07-18T00:00:00Z,0.64,NA
PRM,1995-07-26T00:00:00Z,NA,NA
PRM,1995-08-01T00:00:00Z,NA,NA
PRM,1995-08-08T00:00:00Z,NA,NA
PRM,1995-08-15T00:00:00Z,NA,NA
PRM,1995-08-22T00:00:00Z,NA,NA
PRM,1995-08-29T00:00:00Z,NA,NA
PRM,1995-09-12T00:00:00Z,NA,NA
PRM,1995-09-19T00:00:00Z,NA,NA
PRM,1995-09-26T00:00:00Z,NA,NA
PRM,1995-10-03T00:00:00Z,NA,NA
PRM,1995-10-10T00:00:00Z,NA,NA
PRM,1995-10-17T00:00:00Z,NA,NA
PRM,1995-10-24T00:00:00Z,NA,NA
PRM,1995-10-31T00:00:00Z,NA,NA
PRM,1995-11-07T00:00:00Z,NA,NA
PRM,1995-11-14T00:00:00Z,NA,NA
PRM,1995-11-21T00:00:00Z,NA,NA
PRM,1995-11-28T00:00:00Z,NA,NA
PRM,1995-12-05T00:00:00Z,NA,NA
PRM,1995-12-12T00:00:00Z,0.78,NA
PRM,1995-12-19T00:00:00Z,0.55,NA
PRM,1995-12-26T00:00:00Z,NA,NA
PRM,1996-01-02T00:00:00Z,0.74,NA
PRM,1996-01-09T00:00:00Z,0.75,NA
PRM,1996-01-16T00:00:00Z,0.71,NA
PRM,1996-01-23T00:00:00Z,NA,NA
PRM,1996-01-30T00:00:00Z,0.82,NA
PRM,1996-02-06T00:00:00Z,0.54,NA
PRM,1996-02-13T00:00:00Z,0.72,NA
PRM,1996-02-20T00:00:00Z,0.76,NA
PRM,1996-02-27T00:00:00Z,0.6,NA
PRM,1996-03-05T00:00:00Z,0.72,NA
PRM,1996-03-12T00:00:00Z,0.98,NA
PRM,1996-03-19T00:00:00Z,0.83,NA
PRM,1996-03-26T00:00:00Z,1.29,NA
PRM,1996-04-02T00:00:00Z,0.81,NA
PRM,1996-04-09T00:00:00Z,0.8,NA
PRM,1996-04-16T00:00:00Z,0.78,NA
PRM,1996-04-23T00:00:00Z,0.73,NA
PRM,1996-04-30T00:00:00Z,0.85,NA
PRM,1996-05-07T00:00:00Z,0.76,NA
PRM,1996-05-14T00:00:00Z,0.87,NA
PRM,1996-05-21T00:00:00Z,0.76,NA
PRM,1996-05-28T00:00:00Z,0.7,NA
PRM,1996-06-04T00:00:00Z,NA,NA
PRM,1996-06-11T00:00:00Z,NA,NA
PRM,1996-06-18T00:00:00Z,0.66,NA
PRM,1996-06-25T00:00:00Z,0.76,NA
PRM,1996-07-02T00:00:00Z,0.58,NA
PRM,1996-07-09T00:00:00Z,NA,NA
PRM,1996-07-16T00:00:00Z,1.14,NA
PRM,1996-07-23T00:00:00Z,0.74,NA
PRM,1996-07-30T00:00:00Z,0.69,79.33
PRM,1996-08-06T00:00:00Z,0.73,NA
PRM,1996-08-13T00:00:00Z,0.68,NA
PRM,1996-08-20T00:00:00Z,0.64,NA
PRM,1996-08-27T00:00:00Z,0.77,NA
PRM,1996-09-03T00:00:00Z,0.83,NA
PRM,1996-09-10T00:00:00Z,NA,NA
PRM,1996-09-17T00:00:00Z,0.72,NA
PRM,1996-09-24T00:00:00Z,0.7,NA
PRM,1996-10-01T00:00:00Z,0.95,NA
PRM,1996-10-08T00:00:00Z,0.62,NA
PRM,1996-10-15T00:00:00Z,0.75,116.57
PRM,1996-10-22T00:00:00Z,0.89,127.22
PRM,1996-10-29T00:00:00Z,0.84,266.64
PRM,1996-11-05T00:00:00Z,0.79,161.06
PRM,1996-11-12T00:00:00Z,0.8,170.76
PRM,1996-11-19T00:00:00Z,0.64,171.19
PRM,1996-11-26T00:00:00Z,0.37,165.8
PRM,1996-12-03T00:00:00Z,0.67,139.85
PRM,1996-12-10T00:00:00Z,0.71,144.16
PRM,1996-12-17T00:00:00Z,1.15,150.49
PRM,1996-12-24T00:00:00Z,0.71,101.46
PRM,1997-01-08T00:00:00Z,0.64,6.62
PRM,1997-01-14T00:00:00Z,NA,NA
PRM,1997-01-21T00:00:00Z,0.67,191.42
PRM,1997-01-28T00:00:00Z,0.6,107.07
PRM,1997-02-04T00:00:00Z,0.69,137.29
PRM,1997-02-11T00:00:00Z,0.7,116.75
PRM,1997-02-18T00:00:00Z,0.78,115.9
PRM,1997-02-25T00:00:00Z,0.8,103.47
PRM,1997-03-04T00:00:00Z,0.96,92.01
PRM,1997-03-11T00:00:00Z,1.2,95.56
PRM,1997-03-18T00:00:00Z,0.9,NA
PRM,1997-03-25T00:00:00Z,0.69,99.82
PRM,1997-04-01T00:00:00Z,0.68,123.98
PRM,1997-04-08T00:00:00Z,0.68,81.82
PRM,1997-04-15T00:00:00Z,0.86,76.33
PRM,1997-04-22T00:00:00Z,NA,NA
PRM,1997-04-29T00:00:00Z,0.83,65.23
PRM,1997-05-06T00:00:00Z,0.31,127.45
PRM,1997-05-13T00:00:00Z,1.38,120.54
PRM,1997-05-20T00:00:00Z,1.26,73.42
PRM,1997-05-27T00:00:00Z,0.67,113.75
PRM,1997-06-03T00:00:00Z,0.63,325.1
PRM,1997-06-10T00:00:00Z,1.12,101.99
PRM,1997-06-17T00:00:00Z,NA,NA
PRM,1997-06-24T00:00:00Z,0.69,81.11
PRM,1997-07-01T00:00:00Z,0.76,60.24
PRM,1997-07-08T00:00:00Z,0.67,265.66
PRM,1997-07-15T00:00:00Z,0.67,24.68
PRM,1997-07-23T00:00:00Z,0.58,75.19
PRM,1997-08-01T00:00:00Z,0.64,52.97
PRM,1997-08-05T00:00:00Z,0.59,115.58
